code,name,lat,lon,radius_m
95503,95503,40.738403,-124.107815,8441
95511,95511,40.130446,-123.685562,6937
95514,95514,40.294713,-123.653473,8454
95519,95519,40.963005,-124.052501,6846
95521,95521,40.855764,-124.067208,6650
95524,95524,40.820835,-124.050022,2934
95525,95525,40.92143,-123.815266,8291
95526,95526,40.461528,-123.676487,9526
95527,95527,41.012258,-123.387964,10651
95528,95528,40.496986,-123.930811,9196
95531,95531,41.819578,-124.065667,12682
95536,95536,40.523099,-124.326421,11015
95537,95537,40.726752,-124.217378,383
95540,95540,40.578727,-124.13687,4784
95542,95542,40.080405,-123.783948,12763
95543,95543,41.870812,-123.86277,9167
95545,95545,40.280399,-124.063671,6286
95546,95546,41.093371,-123.673442,10612
95547,95547,40.557483,-124.081215,2493
95548,95548,41.597805,-124.044316,8480
95549,95549,40.666676,-123.908382,9623
95550,95550,40.781816,-123.827288,10546
95551,95551,40.674987,-124.231146,5924
95552,95552,40.202543,-123.228609,21093
95553,95553,40.246155,-123.890255,6987
95554,95554,40.296384,-123.777138,6434
95555,95555,41.241804,-123.913425,8417
95556,95556,41.307717,-123.587415,10626
95558,95558,40.294316,-124.236606,12867
95559,95559,40.185826,-123.745526,3857
95560,95560,40.169254,-123.831782,5243
95562,95562,40.467272,-124.122969,4503
95563,95563,40.87733,-123.499144,7045
95564,95564,40.79088,-124.204748,1649
95565,95565,40.455186,-124.015198,5236
95567,95567,41.950683,-124.097094,7180
95568,95568,41.452825,-123.465655,8198
95569,95569,40.377299,-123.854169,7141
95570,95570,41.075626,-124.166031,4421
95571,95571,40.322772,-123.920622,787
95573,95573,40.914926,-123.668723,9953
95585,95585,39.844676,-123.656922,6703
95587,95587,39.963259,-123.775734,3274
95589,95589,40.05347,-123.972513,12403
95595,95595,40.123177,-123.446279,14206
95601,95601,38.426699,-120.825717,1201
95602,95602,38.99003,-121.114408,6379
95603,95603,38.915869,-121.080284,5672
95604,95604,39.243304,-120.071406,574
95605,95605,38.593521,-121.539867,1793
95606,95606,38.756046,-122.195442,5475
95607,95607,38.830616,-122.126037,10516
95608,95608,38.624199,-121.327209,3275
95610,95610,38.694909,-121.271762,2540
95612,95612,38.384706,-121.578721,6764
95614,95614,38.886238,-120.979699,5409
95615,95615,38.318624,-121.554752,4375
95616,95616,38.554147,-121.798514,4766
95618,95618,38.543211,-121.6815,5366
95619,95619,38.680605,-120.814261,2226
95620,95620,38.412615,-121.756222,14088
95621,95621,38.69573,-121.308284,2366
95623,95623,38.603602,-120.85703,6569
95624,95624,38.427507,-121.314899,6021
95625,95625,38.358121,-121.911547,975
95626,95626,38.732982,-121.468033,4368
95627,95627,38.734513,-122.025346,6515
95628,95628,38.652096,-121.254384,3253
95629,95629,38.516472,-120.688508,6191
95630,95630,38.666597,-121.141635,4777
95631,95631,39.053461,-120.795632,11203
95632,95632,38.274451,-121.259201,9560
95633,95633,38.84021,-120.829748,5832
95634,95634,38.936904,-120.772283,8178
95635,95635,38.910748,-120.908621,4088
95636,95636,38.621278,-120.383217,9776
95637,95637,38.834124,-122.236908,4173
95638,95638,38.312981,-121.123449,8054
95639,95639,38.388788,-121.499937,1931
95640,95640,38.325248,-120.955787,9753
95641,95641,38.140366,-121.589783,6065
95642,95642,38.343033,-120.760921,7391
95645,95645,38.884891,-121.778654,10275
95646,95646,38.689265,-120.054979,1778
95648,95648,38.922812,-121.312005,10808
95650,95650,38.809175,-121.171375,4508
95651,95651,38.81782,-120.929272,3093
95652,95652,38.663063,-121.401121,1768
95653,95653,38.697075,-121.978414,2044
95655,95655,38.549228,-121.278598,2800
95658,95658,38.881183,-121.169014,4522
95659,95659,38.842863,-121.570307,6423
95660,95660,38.678557,-121.379978,2266
95661,95661,38.7413,-121.249137,2725
95662,95662,38.689174,-121.218435,2983
95663,95663,38.855804,-121.182329,2567
95664,95664,38.801281,-121.037856,5577
95665,95665,38.40065,-120.648463,4089
95666,95666,38.523861,-120.376629,6777
95667,95667,38.734925,-120.789952,11949
95668,95668,38.827555,-121.495182,7074
95669,95669,38.482619,-120.899472,8533
95670,95670,38.604268,-121.280327,3225
95672,95672,38.72226,-120.992955,4305
95673,95673,38.689241,-121.459014,3652
95674,95674,38.954166,-121.481859,5139
95675,95675,38.5447,-120.7405,753
95677,95677,38.791075,-121.234854,2703
95678,95678,38.764008,-121.287501,2989
95679,95679,38.897028,-122.348407,6151
95680,95680,38.240419,-121.587535,1287
95681,95681,38.995557,-121.353545,3769
95682,95682,38.612129,-120.964522,8179
95683,95683,38.511992,-121.096261,8651
95684,95684,38.592277,-120.584575,10948
95685,95685,38.434012,-120.762015,6379
95686,95686,38.157794,-121.520223,4739
95687,95687,38.333133,-121.920151,5989
95688,95688,38.408571,-122.022775,8180
95689,95689,38.478864,-120.611975,4782
95690,95690,38.199579,-121.618249,6871
95691,95691,38.627951,-121.593287,5853
95692,95692,39.043066,-121.409804,6692
95693,95693,38.399281,-121.210116,7197
95694,95694,38.571882,-122.064865,11090
95695,95695,38.687045,-121.857077,10826
95697,95697,38.732368,-121.810263,437
95698,95698,38.816357,-121.91077,5952
95699,95699,38.436774,-120.857624,1829
95701,95701,39.226549,-120.767022,5241
95703,95703,38.985882,-120.978665,1915
95709,95709,38.750132,-120.675412,4290
95713,95713,39.111833,-120.877969,7662
95714,95714,39.200502,-120.840726,1664
95715,95715,39.269964,-120.677611,4634
95717,95717,39.144523,-120.852571,2902
95720,95720,38.76661,-120.223931,9991
95721,95721,38.840829,-120.07413,3214
95722,95722,39.009801,-121.034707,3001
95724,95724,39.311718,-120.328107,991
95726,95726,38.800349,-120.503871,7826
95728,95728,39.319331,-120.39938,3199
95735,95735,38.840287,-120.150294,4225
95736,95736,39.038814,-120.977522,453
95742,95742,38.562201,-121.2047,6405
95746,95746,38.747526,-121.180092,3813
95747,95747,38.782058,-121.37317,6207
95757,95757,38.344888,-121.431231,7059
95758,95758,38.427813,-121.444696,3252
95762,95762,38.683688,-121.064727,5839
95765,95765,38.818602,-121.278093,3187
95776,95776,38.698692,-121.699462,8729
95811,95811,38.58323,-121.478101,1530
95814,95814,38.580568,-121.49559,1072
95815,95815,38.605407,-121.447593,2552
95816,95816,38.571577,-121.466465,1299
95817,95817,38.550547,-121.456373,1374
95818,95818,38.554487,-121.497058,1775
95819,95819,38.569828,-121.440067,1678
95820,95820,38.534879,-121.444372,2069
95821,95821,38.625693,-121.384916,2428
95822,95822,38.512844,-121.494215,2639
95823,95823,38.474099,-121.443454,3119
95824,95824,38.517584,-121.440739,1829
95825,95825,38.591897,-121.408467,1971
95826,95826,38.543848,-121.378284,3068
95827,95827,38.55612,-121.32426,2521
95828,95828,38.48879,-121.395838,3186
95829,95829,38.489546,-121.323452,4139
95830,95830,38.490508,-121.284171,3268
95831,95831,38.495787,-121.530256,2406
95832,95832,38.447413,-121.496138,2625
95833,95833,38.619049,-121.517552,2539
95834,95834,38.635212,-121.518608,2864
95835,95835,38.670649,-121.525983,2713
95837,95837,38.693765,-121.598941,3856
95838,95838,38.645723,-121.445254,2736
95841,95841,38.660368,-121.347395,1833
95842,95842,38.686781,-121.349166,1797
95843,95843,38.715463,-121.363422,2305
95864,95864,38.584047,-121.375846,2284
95901,95901,39.223939,-121.49405,12729
95903,95903,39.106099,-121.36818,3466
95910,95910,39.491126,-120.817232,5315
95912,95912,39.016702,-122.062143,12200
95914,95914,39.449004,-121.330521,3475
95915,95915,40.006256,-121.158894,4312
95916,95916,39.665539,-121.351955,8934
95917,95917,39.409686,-121.756653,7537
95918,95918,39.301229,-121.337929,7543
95919,95919,39.432882,-121.261143,4513
95920,95920,39.449794,-121.936372,7546
95922,95922,39.488182,-121.065797,7195
95923,95923,40.133728,-121.092693,2861
95925,95925,39.484108,-121.192649,5239
95926,95926,39.745628,-121.843834,2511
95928,95928,39.687414,-121.841315,10645
95930,95930,39.546887,-121.176215,3720
95932,95932,39.266469,-121.978604,10117
95934,95934,40.0601,-120.907957,4141
95935,95935,39.379344,-121.192261,4411
95936,95936,39.605383,-120.811013,9300
95937,95937,38.885244,-121.999039,6475
95938,95938,39.604713,-121.795288,7696
95939,95939,39.571982,-122.580827,15879
95941,95941,39.516349,-121.250817,3609
95942,95942,40.01945,-121.566635,6788
95943,95943,39.584807,-122.032297,7223
95944,95944,39.495266,-120.943811,6453
95945,95945,39.196355,-120.972393,7276
95946,95946,39.215586,-121.20324,5874
95947,95947,40.174566,-120.819756,10374
95948,95948,39.339264,-121.770785,8020
95949,95949,39.099928,-121.135289,10726
95950,95950,39.043447,-121.918099,6483
95951,95951,39.722512,-122.004433,3892
95953,95953,39.259738,-121.77633,9684
95954,95954,39.884654,-121.586789,7655
95955,95955,39.294516,-122.201715,10069
95956,95956,39.838288,-121.134235,7472
95957,95957,39.060921,-121.827155,7589
95959,95959,39.347811,-120.918728,14296
95960,95960,39.403217,-121.034486,6309
95961,95961,39.041333,-121.562835,6142
95962,95962,39.344791,-121.264552,4948
95963,95963,39.736174,-122.259482,15875
95965,95965,39.593945,-121.581363,16248
95966,95966,39.475369,-121.414133,12318
95968,95968,39.43521,-121.551925,1129
95969,95969,39.716898,-121.646205,6976
95970,95970,39.398424,-122.060946,6212
95971,95971,39.940063,-120.891327,9133
95973,95973,39.89163,-121.841931,16563
95974,95974,39.480221,-121.838454,2630
95975,95975,39.224353,-121.151593,2779
95977,95977,39.176595,-121.291692,5679
95978,95978,39.87561,-121.536306,2283
95979,95979,39.302035,-122.51116,15312
95981,95981,39.679484,-120.998573,5817
95982,95982,39.173231,-121.805673,6047
95983,95983,40.077882,-120.707287,9857
95984,95984,40.040955,-121.122652,5230
95986,95986,39.342547,-120.770876,2601
95987,95987,39.105127,-122.283003,16611
95988,95988,39.491654,-122.26208,16000
95991,95991,38.994124,-121.594573,5791
95993,95993,39.082497,-121.680114,8397
96001,96001,40.601778,-122.454973,8515
96002,96002,40.527834,-122.318749,4993
96003,96003,40.751937,-122.230678,13994
96006,96006,41.133532,-120.842566,11542
96007,96007,40.458029,-122.27783,10337
96008,96008,40.704869,-122.120038,5473
96009,96009,41.05604,-121.020802,13480
96010,96010,40.91378,-123.307421,18207
96011,96011,41.047279,-121.974571,16218
96013,96013,40.973657,-121.692399,13762
96014,96014,41.326646,-122.773654,10460
96015,96015,41.487278,-120.912416,14124
96016,96016,40.894208,-121.508834,5891
96017,96017,41.076875,-122.253652,10974
96019,96019,40.676564,-122.380909,3003
96020,96020,40.39792,-121.298385,5741
96021,96021,39.923479,-122.270454,14024
96022,96022,40.336308,-122.447977,14125
96023,96023,41.928894,-121.906809,14352
96024,96024,40.547045,-122.881185,12132
96025,96025,41.209942,-122.307935,8696
96027,96027,41.389546,-123.068026,19815
96028,96028,41.006417,-121.480741,11745
96029,96029,39.939297,-122.489191,5361
96031,96031,41.186066,-123.181796,17094
96032,96032,41.609516,-122.963525,19378
96033,96033,40.781633,-122.584149,10805
96034,96034,41.427883,-122.609205,9542
96035,96035,40.045637,-122.184859,6151
96037,96037,41.544675,-122.934665,1818
96038,96038,41.6071,-122.545715,3834
96039,96039,41.687905,-123.483269,22661
96040,96040,40.793535,-121.438607,10077
96041,96041,40.525724,-123.193917,16471
96044,96044,41.958904,-122.525921,10779
96046,96046,40.588772,-123.434201,12160
96047,96047,40.469768,-122.660975,13028
96048,96048,40.830359,-123.023489,11249
96049,96049,41.771946,-123.327716,3613
96050,96050,41.89888,-122.888552,15358
96051,96051,40.9332,-122.382788,15974
96052,96052,40.738391,-122.821086,7971
96054,96054,41.238956,-121.03925,10262
96055,96055,40.103236,-122.074735,7197
96056,96056,41.028176,-121.308316,16676
96057,96057,41.268682,-121.93094,16147
96058,96058,41.727048,-121.907369,18935
96059,96059,40.421637,-121.833052,8045
96061,96061,40.338068,-121.47907,5833
96062,96062,40.579188,-122.043629,7753
96063,96063,40.370374,-121.606194,3142
96064,96064,41.754703,-122.365621,19875
96065,96065,40.87908,-121.893264,8358
96067,96067,41.314337,-122.380798,10586
96068,96068,41.118402,-121.207564,5748
96069,96069,40.685336,-122.016069,8546
96071,96071,40.663714,-121.461382,8129
96073,96073,40.598601,-122.19493,6058
96074,96074,39.884652,-122.586513,9085
96075,96075,40.343242,-121.852205,7530
96076,96076,40.391542,-122.937883,13065
96080,96080,40.181889,-122.377103,22463
96084,96084,40.844643,-121.969849,9317
96085,96085,41.740818,-123.077331,7844
96086,96086,41.924212,-123.260809,14551
96087,96087,40.616999,-122.625773,8032
96088,96088,40.51087,-121.876112,11393
96090,96090,40.021716,-122.127821,920
96091,96091,41.034706,-122.791321,19308
96092,96092,39.96332,-122.017242,6384
96093,96093,40.765478,-122.941428,6954
96094,96094,41.456039,-122.468687,14281
96096,96096,40.654093,-121.822848,9689
96097,96097,41.756147,-122.659466,12539
96101,96101,41.452711,-120.53846,21952
96103,96103,39.805581,-120.66596,10180
96104,96104,41.507155,-120.142907,13189
96105,96105,39.753579,-120.054995,14449
96106,96106,39.736661,-120.543729,4393
96107,96107,38.425282,-119.475743,8561
96108,96108,41.78726,-120.401722,12774
96109,96109,40.019715,-120.099183,12773
96110,96110,41.299883,-120.078511,11614
96111,96111,39.483479,-120.037661,5258
96112,96112,41.858844,-120.104998,10222
96113,96113,40.142933,-120.159007,2374
96114,96114,40.296745,-120.499838,7486
96115,96115,41.699732,-120.119848,9060
96116,96116,41.258361,-120.372343,14385
96117,96117,40.533462,-120.235356,16411
96118,96118,39.639597,-120.247144,12929
96119,96119,41.022721,-120.523987,11561
96120,96120,38.742445,-119.869382,13178
96121,96121,40.164393,-120.380042,5253
96122,96122,39.825228,-120.477053,7109
96123,96123,40.728194,-120.39628,12983
96124,96124,39.641871,-120.445265,6896
96125,96125,39.602711,-120.63615,9030
96126,96126,39.529719,-120.454168,8551
96128,96128,40.358768,-120.408154,5089
96129,96129,39.78927,-120.357278,8821
96130,96130,40.551757,-120.675673,19891
96132,96132,40.914751,-120.402175,17894
96133,96133,38.620964,-119.505184,3237
96134,96134,41.767323,-121.440546,16537
96135,96135,39.808645,-120.205681,5237
96136,96136,40.34623,-120.081321,11054
96137,96137,40.270731,-121.039461,6317
96140,96140,39.232018,-120.0964,1968
96141,96141,39.067281,-120.177794,3144
96142,96142,38.997199,-120.129613,4081
96143,96143,39.254453,-120.022185,2129
96145,96145,39.148318,-120.170938,5539
96146,96146,39.198047,-120.237787,4153
96148,96148,39.2468,-120.058578,1058
96150,96150,38.869825,-120.008594,10092
96155,96155,38.762986,-120.087069,5526
96161,96161,39.313089,-120.207783,12243
